,Unnamed: 0,PSU,contraceptive_No,contraceptive_Yes,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,dt_Jointly,dt_rest,edu_noedu,edu_primary,edu_secondary,edu_higher,rel_Hindu,rel_nonHindu,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,caste_OBC,caste_SC,caste_ST,caste_Others,residence_rural,residence_urban,counselling_no,counselling_yes,parity_0,parity_1_2,parity_3,sum(mediaFP),outlier
696,697,331230,11,6,0,1,2,2,6,4,2,7,10,12,2,2,1,12,5,0,3,6,7,1,12,3,0,2,17,0,14,3,0,5,12,0,No
697,698,331233,8,2,0,1,4,3,2,0,0,9,1,0,1,5,4,10,0,0,0,0,4,6,6,1,0,3,0,10,8,2,0,8,2,0,No
698,699,331235,10,5,0,1,1,3,3,4,3,5,10,8,0,5,2,15,0,5,3,2,5,0,6,2,1,6,15,0,13,2,2,4,9,1,No
699,700,331241,13,9,2,8,3,2,2,1,4,9,13,10,3,6,3,22,0,12,6,4,0,0,3,15,2,2,22,0,14,8,5,8,9,0,No
700,701,331243,8,7,0,3,2,4,3,2,1,9,6,3,2,8,2,15,0,0,0,0,5,10,5,3,0,7,0,15,10,5,1,10,4,1,No
701,702,331244,13,4,0,5,2,7,1,1,1,12,5,10,2,3,2,11,6,0,0,2,8,7,4,9,0,4,0,17,14,3,2,5,10,0,No
702,703,331246,5,9,1,1,1,6,0,3,2,10,4,0,2,4,8,14,0,0,0,0,2,12,2,2,1,9,0,14,13,1,0,12,2,0,No
703,704,331248,5,11,0,1,2,1,10,1,1,8,8,13,1,1,1,14,2,7,3,5,1,0,9,5,1,1,16,0,3,13,1,3,12,2,No
704,705,331249,22,0,1,1,5,6,0,5,4,0,22,19,1,2,0,10,12,5,6,7,4,0,20,1,0,1,22,0,19,3,3,4,15,0,No
705,706,331251,15,1,0,5,2,2,2,3,2,4,12,6,4,5,1,16,0,1,3,7,3,2,15,1,0,0,16,0,15,1,3,3,10,0,No
706,707,331253,15,2,0,3,5,1,3,3,2,2,15,8,1,7,1,13,4,6,2,5,4,0,13,3,0,1,17,0,12,5,3,5,9,1,No
707,708,331254,4,4,0,2,0,1,1,1,3,4,4,1,1,5,1,8,0,0,0,0,0,8,1,3,1,3,0,8,5,3,1,2,5,2,No
708,709,331260,12,11,0,3,4,2,6,6,2,11,12,10,2,9,2,23,0,3,5,4,5,6,6,17,0,0,0,23,17,6,2,5,16,1,No
709,710,331261,12,5,0,0,4,1,8,2,2,7,10,8,3,5,1,5,12,0,0,2,6,9,11,0,0,6,0,17,10,7,1,5,11,3,No
710,711,331263,13,6,1,4,4,5,1,2,2,5,14,10,1,6,2,19,0,4,1,1,10,3,18,1,0,0,19,0,17,2,2,5,12,0,No
711,712,331264,10,10,0,3,1,4,4,3,5,11,9,4,1,10,5,18,2,0,0,3,3,14,18,0,0,2,20,0,13,7,2,13,5,1,No
712,713,331265,10,6,1,0,5,4,4,2,0,5,11,11,3,2,0,14,2,12,0,0,3,1,8,8,0,0,16,0,16,0,1,1,14,1,No
713,714,331267,17,7,0,4,3,6,5,2,4,11,13,20,1,3,0,0,24,3,2,6,3,10,5,0,0,19,0,24,16,8,3,5,16,0,No
714,715,331268,18,3,2,5,7,2,1,2,2,7,14,15,2,4,0,21,0,7,10,4,0,0,20,0,0,1,21,0,15,6,3,9,9,1,No
715,716,331272,5,7,0,1,3,2,2,3,1,7,5,2,0,6,4,9,3,0,0,1,4,7,8,1,0,3,0,12,12,0,0,8,4,5,No
716,717,331274,11,5,1,8,1,1,0,3,2,8,8,6,4,6,0,5,11,0,1,9,4,2,9,2,0,5,16,0,8,8,0,8,8,0,No
717,718,331275,13,3,0,3,5,0,2,3,3,1,15,12,0,4,0,15,1,3,5,6,1,1,7,6,0,3,16,0,14,2,1,4,11,0,No
718,719,331279,4,8,0,3,3,1,1,4,0,10,2,3,2,5,2,11,1,0,0,2,3,7,1,7,0,4,0,12,9,3,1,4,7,0,No
719,720,331281,15,1,0,3,4,3,2,3,1,2,14,10,1,5,0,10,6,5,4,1,4,2,6,7,2,1,16,0,16,0,1,2,13,1,No
720,721,331282,8,7,0,1,5,2,5,1,1,8,7,5,3,6,1,15,0,2,0,4,6,3,12,2,0,1,15,0,8,7,2,7,6,0,No
721,722,331285,15,2,0,4,2,2,1,5,3,3,14,9,2,4,2,8,9,0,5,4,7,1,9,0,0,8,17,0,6,11,0,6,11,0,No
722,723,331286,10,11,1,3,3,3,1,3,7,16,5,14,0,7,0,20,1,0,2,5,6,8,7,9,0,5,21,0,17,4,4,5,12,5,No
723,724,331288,6,11,0,5,2,4,4,2,0,14,3,7,2,7,1,15,2,0,1,1,12,3,4,5,0,8,17,0,12,5,1,5,11,2,No
724,725,331289,5,4,0,3,3,0,0,0,3,4,5,3,2,1,3,9,0,3,4,1,0,1,4,1,2,2,9,0,6,3,1,5,3,1,No
725,726,331290,18,8,3,5,5,4,5,2,2,8,18,3,6,14,3,26,0,0,1,7,11,7,2,4,0,20,26,0,22,4,7,7,12,0,No
726,727,331291,8,6,0,2,3,3,1,1,4,6,8,9,2,3,0,9,5,0,3,3,2,6,5,5,0,4,14,0,8,6,2,2,10,0,No
727,728,331299,10,7,0,1,5,4,0,5,2,5,12,4,3,10,0,17,0,0,1,7,6,3,13,3,0,1,0,17,15,2,0,5,12,0,No
728,729,331300,12,1,0,1,2,4,2,1,3,1,12,8,4,1,0,5,8,0,4,5,3,1,7,3,0,3,13,0,8,5,1,4,8,0,No
729,730,331302,20,10,1,5,8,5,2,4,5,11,19,12,5,11,2,22,8,4,6,14,6,0,18,11,0,1,30,0,21,9,2,11,17,2,No
730,731,331304,8,9,0,1,9,3,1,2,1,10,7,0,0,8,9,17,0,0,0,0,1,16,6,5,0,6,0,17,13,4,1,13,3,3,No
731,732,331305,7,6,0,2,5,1,2,2,1,6,7,3,1,7,2,10,3,0,0,2,3,8,10,1,0,2,0,13,11,2,2,7,4,1,No
732,733,331306,12,8,1,3,7,3,2,1,3,12,8,11,2,7,0,20,0,1,4,7,8,0,20,0,0,0,20,0,3,17,2,7,11,0,No
733,734,331308,16,6,0,6,5,4,2,3,2,3,19,5,5,10,2,22,0,4,3,11,4,0,22,0,0,0,22,0,17,5,0,9,13,0,No
734,735,331310,15,6,1,0,7,5,3,2,3,7,14,3,2,10,6,21,0,0,0,3,8,10,1,0,0,20,21,0,14,7,2,11,8,2,No
735,736,331311,10,6,0,1,2,5,2,3,3,11,5,9,3,3,1,16,0,4,5,1,5,1,10,3,0,3,16,0,14,2,0,5,11,2,No
736,737,331313,6,6,0,5,4,1,1,1,0,10,2,0,3,7,2,11,1,0,0,0,8,4,5,2,0,5,0,12,11,1,0,10,2,2,No
737,738,331314,10,16,2,4,4,4,4,4,4,13,13,7,3,14,2,26,0,2,9,4,6,5,25,0,0,1,26,0,21,5,3,8,15,2,No
738,739,331316,14,10,0,5,3,6,3,3,4,11,13,5,5,11,3,22,2,0,0,2,7,15,6,17,0,1,0,24,21,3,3,9,12,2,No
739,740,331317,14,3,0,2,4,6,5,0,0,4,13,5,2,7,3,17,0,5,2,4,3,3,9,4,0,4,17,0,10,7,0,7,10,0,No
740,741,331318,10,5,0,3,4,0,4,1,3,8,7,3,2,6,4,15,0,4,3,2,6,0,7,4,0,4,15,0,10,5,2,5,8,3,No
741,742,331319,15,10,5,5,2,2,2,2,7,7,18,8,4,11,2,25,0,1,3,3,7,11,9,9,0,7,25,0,16,9,6,6,13,0,No
742,743,331321,3,9,0,1,3,4,0,3,1,3,9,4,2,5,1,12,0,1,3,4,1,3,8,3,0,1,12,0,9,3,2,7,3,0,No
743,744,331322,15,9,0,5,9,2,3,2,3,9,15,10,5,9,0,0,24,0,0,1,5,18,12,6,0,6,0,24,18,6,3,8,13,0,No
744,745,331323,14,2,0,3,3,1,2,4,3,1,15,2,2,10,2,12,4,0,1,1,8,6,11,3,0,2,16,0,16,0,2,6,8,4,No
745,746,331324,8,5,1,0,4,3,2,0,3,7,6,6,1,6,0,13,0,4,5,4,0,0,6,7,0,0,13,0,7,6,1,5,7,0,No
746,747,331327,9,8,0,3,1,1,5,5,2,7,10,5,3,8,1,10,7,1,0,2,2,12,14,0,1,2,0,17,15,2,1,8,8,7,No
747,748,331330,14,2,1,1,0,4,3,3,4,1,15,4,6,5,1,16,0,5,4,3,4,0,3,9,0,4,16,0,3,13,1,2,13,1,No
748,749,331332,15,6,2,3,5,4,4,2,1,10,11,15,2,4,0,21,0,9,4,4,1,3,17,3,0,1,21,0,12,9,2,4,15,0,No
749,750,331333,22,4,1,6,6,5,1,2,5,9,17,14,3,9,0,0,26,0,0,0,10,16,25,0,0,1,0,26,20,6,5,8,13,0,Yes
750,751,331334,11,1,0,3,3,2,1,1,2,1,11,9,1,2,0,9,3,5,7,0,0,0,5,6,0,1,12,0,7,5,1,4,7,0,No
751,752,331337,9,4,0,1,4,3,1,3,1,6,7,0,1,9,3,6,7,0,0,0,2,11,7,0,0,6,0,13,13,0,2,4,7,0,No
752,753,331338,10,6,0,0,2,2,6,3,3,7,9,12,3,1,0,16,0,8,4,1,1,2,4,5,0,7,16,0,15,1,0,3,13,0,No
753,754,331339,17,6,4,2,4,8,2,0,3,5,18,10,2,9,2,23,0,5,11,3,0,4,18,5,0,0,23,0,19,4,4,10,9,1,No
754,755,331341,12,7,0,5,4,7,2,1,0,7,12,11,2,3,3,18,1,8,3,3,5,0,8,9,1,1,19,0,14,5,3,5,11,3,No
755,756,331342,7,10,0,0,5,6,4,2,0,11,6,7,6,4,0,6,11,0,2,3,6,6,11,5,0,1,0,17,17,0,2,4,11,1,No
756,757,331346,18,4,0,4,4,5,2,7,0,3,19,11,6,2,3,18,4,9,7,2,3,1,7,9,0,6,22,0,16,6,2,5,15,0,No
757,758,331347,16,3,0,2,5,3,1,7,1,4,15,7,2,5,5,19,0,3,3,8,4,1,10,6,0,3,19,0,16,3,3,3,13,0,No
758,759,331348,12,6,0,2,2,4,1,6,3,10,8,7,0,6,5,18,0,2,2,7,0,7,5,5,1,7,18,0,18,0,1,8,9,7,No
759,760,331349,16,3,0,1,3,7,5,1,2,3,16,7,2,8,2,0,19,0,0,0,7,12,5,0,0,14,0,19,18,1,1,8,10,4,No
760,761,331350,11,6,0,6,2,1,4,3,1,4,13,12,1,4,0,12,5,3,7,3,3,1,8,5,0,4,17,0,13,4,1,6,10,0,No
761,762,331351,14,3,0,1,4,3,2,1,6,3,14,5,3,7,2,1,16,0,0,0,5,12,14,0,0,3,0,17,12,5,1,6,10,2,No
762,763,331352,8,13,1,4,6,1,3,1,5,13,8,10,2,6,3,19,2,0,0,2,10,9,16,5,0,0,21,0,20,1,4,6,11,0,No
763,764,331354,9,17,0,5,7,4,6,1,3,19,7,4,5,12,5,26,0,0,0,4,7,15,2,0,0,24,26,0,15,11,2,15,9,0,No
764,765,331355,12,4,1,0,5,3,5,0,2,8,8,9,3,3,1,13,3,5,6,0,4,1,9,5,0,2,16,0,14,2,0,3,13,1,No
765,766,331356,12,9,2,4,4,3,4,4,0,12,9,11,2,8,0,18,3,1,3,7,5,5,16,4,0,1,21,0,11,10,4,8,9,1,No
766,767,331358,13,8,1,8,2,2,4,4,0,12,9,7,2,7,5,18,3,0,6,7,4,4,14,3,0,4,21,0,16,5,3,7,11,1,No
767,768,331361,8,14,2,1,7,6,3,2,1,14,8,11,7,4,0,0,22,0,4,10,7,1,4,0,0,18,22,0,14,8,4,3,15,0,No
768,769,331364,11,8,0,4,4,4,5,1,1,12,7,0,0,11,8,16,3,0,0,0,1,18,4,0,0,15,0,19,18,1,3,13,3,2,No
769,770,331365,7,15,0,2,4,2,3,7,4,15,7,11,2,7,2,0,22,0,0,1,4,17,22,0,0,0,0,22,22,0,3,7,12,0,No
770,771,331366,8,8,0,1,4,3,3,2,3,9,7,1,0,11,4,15,1,0,0,0,5,11,4,5,1,6,0,16,14,2,2,7,7,1,No
771,772,331370,16,3,0,4,4,2,3,3,3,9,10,6,1,9,3,19,0,2,6,7,0,4,17,0,0,2,19,0,12,7,0,9,10,0,No
772,773,331371,14,4,0,5,2,6,4,1,0,5,13,3,5,5,5,18,0,1,1,3,5,8,9,1,1,7,0,18,14,4,2,10,6,1,No
773,774,331372,21,2,2,3,5,4,3,4,2,2,21,16,2,4,1,23,0,7,10,4,2,0,6,7,0,10,23,0,20,3,4,4,15,6,No
774,775,331374,9,10,1,3,5,3,3,3,1,13,6,3,4,12,0,13,6,0,1,3,9,6,18,0,0,1,0,19,18,1,3,5,11,0,No
775,776,331375,10,7,0,1,5,3,2,1,5,8,9,2,2,11,2,17,0,0,0,1,7,9,11,0,0,6,0,17,17,0,2,5,10,0,No
776,777,331377,6,7,2,4,2,2,2,1,0,8,5,7,2,3,1,13,0,2,6,3,2,0,6,4,2,1,13,0,8,5,1,4,8,0,No
777,778,331378,17,2,1,4,3,6,3,2,0,3,16,12,3,4,0,4,15,3,7,8,1,0,1,3,0,15,19,0,15,4,3,3,13,0,No
778,779,331379,11,4,0,1,0,4,7,1,2,8,7,0,0,6,9,4,11,0,0,0,0,15,1,0,0,14,0,15,15,0,1,6,8,2,No
779,780,331380,12,7,0,6,2,5,4,2,0,6,13,10,1,7,1,19,0,1,10,7,0,1,3,16,0,0,19,0,4,15,1,10,8,0,No
780,781,331381,10,9,0,2,5,4,4,2,2,8,11,15,0,4,0,0,19,0,0,6,8,5,14,0,0,5,0,19,18,1,0,6,13,2,No
781,782,331382,10,6,0,2,3,4,2,4,1,5,11,11,1,4,0,12,4,7,6,0,2,1,10,4,0,2,16,0,11,5,1,3,12,2,No
782,783,331383,5,9,0,2,4,4,1,1,2,9,5,2,2,4,6,14,0,0,0,0,3,11,2,4,0,8,0,14,7,7,1,11,2,0,No
783,784,331385,14,7,0,3,3,1,2,8,4,10,11,5,4,12,0,21,0,0,0,5,6,10,6,14,0,1,0,21,21,0,4,5,12,3,No
784,785,331387,7,5,0,1,1,4,4,1,1,3,9,6,3,3,0,9,3,4,4,1,2,1,5,5,0,2,12,0,7,5,0,2,10,1,No
785,786,331390,16,4,2,0,5,2,5,2,4,9,11,4,5,9,2,20,0,1,3,3,2,11,2,5,0,13,20,0,15,5,3,6,11,0,No
786,787,331391,13,7,0,7,3,2,4,2,2,4,16,4,2,10,4,19,1,2,2,8,6,2,1,5,0,14,20,0,15,5,5,8,7,1,No
787,788,331392,10,4,0,4,3,4,1,1,1,6,8,6,0,4,4,10,4,0,1,2,9,2,2,7,0,5,14,0,10,4,1,7,6,1,No
788,789,331394,4,8,1,2,5,2,1,0,1,8,4,7,1,4,0,12,0,9,2,1,0,0,3,4,5,0,12,0,11,1,2,2,8,0,No
789,790,331395,11,6,1,2,6,2,1,1,4,9,8,7,4,2,4,5,12,0,0,1,8,8,5,0,0,12,0,17,13,4,2,9,6,0,No
790,791,331396,14,1,0,5,0,2,5,0,3,1,14,13,2,0,0,14,1,13,2,0,0,0,9,6,0,0,15,0,14,1,2,3,10,0,No
791,792,331397,24,8,1,8,8,4,2,7,2,8,24,14,1,11,6,31,1,7,7,14,3,1,25,7,0,0,32,0,25,7,5,12,15,0,No
792,793,331398,8,4,2,1,4,1,1,2,1,1,11,3,4,5,0,12,0,1,8,1,1,1,2,5,1,4,12,0,10,2,2,3,7,1,No
793,794,331399,9,8,0,0,4,3,6,3,1,8,9,5,0,9,3,7,10,0,0,1,7,9,9,0,0,8,0,17,14,3,3,8,6,0,No
794,795,331400,11,7,0,3,8,0,1,4,2,8,10,9,2,2,5,18,0,4,6,3,2,3,5,8,0,5,18,0,15,3,2,5,11,4,No
795,796,331403,5,8,0,2,0,4,2,4,1,8,5,6,0,5,2,10,3,0,0,1,7,5,3,5,0,5,0,13,13,0,1,4,8,0,No
796,797,331406,7,9,0,4,7,1,2,1,1,12,4,7,5,4,0,15,1,0,3,3,5,5,9,4,1,2,0,16,12,4,1,5,10,1,No
797,798,331407,13,9,0,2,11,2,1,4,2,9,13,16,1,4,1,22,0,10,4,3,4,1,21,1,0,0,22,0,17,5,2,11,9,0,No
798,799,331409,15,5,1,3,5,4,4,0,3,6,14,6,1,10,3,20,0,6,11,3,0,0,12,6,0,2,20,0,17,3,2,8,10,4,No
799,800,331411,17,4,1,5,3,4,1,4,3,4,17,11,1,7,2,16,5,3,9,3,6,0,10,10,0,1,21,0,17,4,4,4,13,2,No
800,801,331413,9,9,0,2,2,5,3,2,4,8,10,9,1,6,2,18,0,2,4,3,6,3,5,4,0,9,18,0,9,9,1,5,12,1,No
801,802,331414,14,5,1,2,4,2,3,4,3,4,15,14,2,3,0,18,1,4,10,3,2,0,19,0,0,0,19,0,13,6,2,5,12,0,No
802,803,331415,10,4,2,3,1,1,5,2,0,6,8,8,0,4,2,13,1,2,4,3,3,2,9,5,0,0,14,0,12,2,3,3,8,3,No
803,804,331416,4,11,1,2,2,6,4,0,0,11,4,8,3,3,1,15,0,0,7,6,2,0,4,11,0,0,0,15,12,3,0,3,12,2,No
804,805,331417,15,2,1,5,2,2,2,3,2,5,12,7,4,5,1,17,0,2,7,5,2,1,3,13,0,1,17,0,12,5,2,6,9,0,No
805,806,331420,19,1,0,2,4,1,7,3,3,1,19,10,5,5,0,9,11,6,6,5,2,1,13,6,0,1,20,0,17,3,2,3,15,3,No
806,807,331422,8,3,0,0,3,5,1,1,1,3,8,0,1,1,9,11,0,0,0,0,0,11,2,4,0,5,0,11,10,1,1,9,1,0,No
807,808,331424,22,3,2,3,7,0,4,4,5,13,12,21,1,3,0,13,12,12,5,7,1,0,11,2,0,12,25,0,20,5,3,6,16,0,No
808,809,331425,16,7,2,4,2,5,4,4,2,5,18,15,5,3,0,15,8,11,5,6,1,0,15,8,0,0,23,0,16,7,3,5,15,0,No
809,810,331429,10,6,1,2,4,4,2,1,2,5,11,8,1,6,1,15,1,5,7,0,4,0,14,1,0,1,16,0,13,3,2,6,8,1,No
810,811,331431,13,4,0,3,4,3,1,2,4,5,12,10,2,4,1,16,1,8,3,5,1,0,12,5,0,0,17,0,1,16,1,5,11,0,No
811,812,331432,16,4,0,7,1,2,5,2,3,3,17,13,4,3,0,0,20,0,1,6,9,4,6,0,0,14,20,0,8,12,2,5,13,1,No
812,813,331433,9,12,0,7,1,2,6,5,0,13,8,10,4,7,0,0,21,0,1,3,7,10,9,3,0,9,0,21,17,4,2,5,14,0,No
813,814,331434,9,12,0,5,4,1,2,6,3,14,7,6,4,8,3,21,0,0,0,3,5,13,10,3,0,8,0,21,19,2,2,9,10,2,No
814,815,331436,7,8,0,2,3,2,2,3,3,9,6,3,5,5,2,1,14,0,0,2,4,9,12,0,0,3,0,15,11,4,1,3,11,0,No
815,816,331437,17,8,1,5,4,8,1,2,4,8,17,5,1,12,7,23,2,0,1,5,8,11,23,0,0,2,0,25,25,0,4,12,9,0,No
816,817,331439,13,5,2,2,4,4,1,1,4,4,14,10,5,3,0,18,0,6,6,3,3,0,3,14,0,1,18,0,8,10,2,6,10,2,No
817,818,331440,12,6,0,1,10,5,0,2,0,7,11,5,8,3,2,1,17,0,0,1,5,12,15,0,0,3,0,18,10,8,1,8,9,2,No
818,819,331442,13,7,0,4,7,3,3,1,2,12,8,7,4,8,1,20,0,2,3,7,2,6,16,4,0,0,20,0,8,12,2,7,11,4,No
819,820,331443,12,7,1,3,6,3,2,1,3,8,11,9,4,3,3,19,0,6,4,5,2,2,18,0,0,1,19,0,8,11,1,9,9,0,No
820,821,331445,12,7,0,1,4,3,6,3,2,8,11,11,5,3,0,16,3,1,8,4,6,0,12,4,0,3,19,0,10,9,0,7,12,1,No
821,822,331450,17,5,1,6,8,3,1,2,1,7,15,7,4,10,1,22,0,4,7,4,2,5,14,4,0,4,22,0,14,8,2,10,10,1,No
822,823,331452,13,6,0,4,2,1,6,3,3,12,7,2,2,9,6,19,0,0,0,1,1,17,3,0,0,16,0,19,16,3,3,8,8,0,No
823,824,331453,14,2,0,1,7,5,0,2,1,3,13,6,0,9,1,11,5,2,2,0,9,3,15,0,0,1,0,16,8,8,1,8,7,0,No
824,825,331454,16,7,1,5,4,6,2,5,0,12,11,10,5,8,0,23,0,12,5,6,0,0,5,2,0,16,23,0,17,6,6,9,8,0,No
825,826,331455,8,9,2,0,5,1,1,5,3,9,8,11,0,6,0,0,17,1,2,3,6,5,16,0,0,1,0,17,13,4,2,2,13,0,No
826,827,331459,17,2,1,3,2,8,1,2,2,8,11,12,1,6,0,19,0,4,7,7,1,0,13,1,1,4,19,0,14,5,2,6,11,0,No
827,828,331460,12,9,0,6,5,3,5,1,1,12,9,11,5,5,0,21,0,0,1,10,7,3,8,13,0,0,0,21,11,10,2,7,12,2,No
828,829,331462,18,0,2,5,1,2,1,5,2,0,18,13,4,1,0,11,7,11,5,2,0,0,10,0,0,8,18,0,17,1,3,5,10,1,No
829,830,331465,7,10,2,2,2,4,3,2,2,10,7,8,3,4,2,7,10,0,0,3,11,3,9,3,0,5,0,17,9,8,3,3,11,0,No
830,831,331466,13,4,0,3,3,3,3,3,2,2,15,12,3,2,0,17,0,10,4,3,0,0,10,4,0,3,17,0,15,2,1,2,14,0,No
831,832,331468,8,4,0,2,3,2,1,3,1,4,8,6,3,3,0,12,0,6,3,3,0,0,7,3,0,2,12,0,11,1,0,4,8,0,No
832,833,331469,16,2,1,3,1,1,6,3,3,0,18,13,1,4,0,16,2,15,3,0,0,0,14,4,0,0,18,0,14,4,2,4,12,0,No
833,834,331470,23,2,0,5,9,3,5,1,2,4,21,6,6,9,4,19,6,6,3,7,7,2,9,9,0,7,25,0,12,13,1,12,12,1,No
834,835,331471,17,6,1,5,7,4,3,3,0,4,19,6,4,10,3,5,18,0,0,2,4,17,7,5,0,11,23,0,17,6,4,6,13,6,No
835,836,331472,13,4,0,0,6,2,5,1,3,6,11,7,4,6,0,13,4,5,1,5,3,3,6,7,0,4,17,0,11,6,3,3,11,0,No
836,837,331474,14,10,0,8,4,3,0,4,5,10,14,5,2,14,3,22,2,2,0,5,6,11,13,0,2,9,0,24,22,2,4,8,12,8,No
837,838,331478,10,3,0,4,3,0,4,1,1,3,10,3,1,7,2,12,1,4,3,4,0,2,8,3,0,2,13,0,9,4,2,5,6,1,No
838,839,331480,5,2,0,1,0,1,4,0,1,3,4,3,0,4,0,7,0,1,2,2,2,0,2,2,0,3,7,0,7,0,1,0,6,0,No
839,840,331481,10,10,0,3,2,4,4,5,2,10,10,12,1,6,1,0,20,0,2,6,7,5,17,0,0,3,20,0,12,8,2,8,10,3,No
840,841,331482,9,4,0,1,4,1,4,2,1,2,11,6,3,3,1,1,12,0,0,2,3,8,12,1,0,0,0,13,6,7,1,4,8,0,No
841,842,331484,13,3,0,1,2,4,5,2,2,9,7,9,1,3,3,4,12,0,1,3,5,7,12,1,0,3,0,16,5,11,0,3,13,0,No
842,843,331485,17,4,1,2,7,4,0,6,1,11,10,4,3,9,5,20,1,2,5,7,7,0,13,1,0,7,21,0,13,8,2,7,12,1,No
843,844,331486,13,5,1,0,4,6,3,3,1,4,14,11,2,4,1,18,0,3,10,4,1,0,14,4,0,0,18,0,14,4,0,4,14,0,No
844,845,331487,14,2,0,4,4,3,2,2,1,1,15,4,1,9,2,15,1,1,3,7,1,4,11,3,0,2,16,0,14,2,1,8,7,0,No
845,846,331489,7,7,1,3,3,5,0,1,1,3,11,9,1,4,0,14,0,9,2,2,1,0,11,2,1,0,14,0,7,7,1,5,8,1,No
846,847,331493,7,7,0,2,2,5,2,1,2,5,9,7,5,2,0,3,11,0,0,1,5,8,12,1,0,1,0,14,11,3,2,1,11,0,No
847,848,331496,13,1,0,2,1,3,5,1,2,1,13,12,1,1,0,4,10,1,6,5,2,0,2,1,0,11,14,0,11,3,2,2,10,0,No
848,849,331497,4,10,0,1,4,3,4,2,0,10,4,8,4,1,1,14,0,6,7,1,0,0,11,3,0,0,14,0,13,1,1,4,9,0,No
849,850,331499,15,1,0,4,1,4,3,3,1,1,15,7,3,6,0,13,3,2,4,4,2,4,10,3,0,3,16,0,13,3,2,3,11,0,No
850,851,331500,7,5,0,1,0,4,4,1,2,5,7,1,3,5,3,12,0,0,4,2,2,4,9,2,0,1,12,0,9,3,1,7,4,1,No
851,852,331501,10,6,1,1,1,5,4,2,2,6,10,4,3,7,2,16,0,0,2,3,8,3,8,4,0,4,0,16,15,1,2,3,11,0,No
852,853,331502,13,7,2,4,2,4,3,2,3,4,16,12,6,2,0,0,20,1,6,2,10,1,17,0,0,3,20,0,15,5,6,5,9,0,No
853,854,331503,13,6,1,0,7,1,3,6,1,12,7,13,2,2,2,14,5,3,4,6,5,1,14,2,0,3,19,0,14,5,1,4,14,1,No
854,855,331504,12,3,0,4,3,3,0,4,1,11,4,8,4,2,1,14,1,0,0,2,9,4,7,0,0,8,0,15,7,8,1,8,6,0,No
855,856,331507,1,11,0,1,4,0,2,3,2,11,1,2,0,4,6,12,0,0,0,0,1,11,0,1,0,11,0,12,12,0,2,8,2,0,No
856,857,331508,10,5,0,1,4,5,0,3,2,8,7,14,1,0,0,6,9,0,5,6,3,1,11,2,0,2,15,0,6,9,1,2,12,1,No
857,858,331509,13,1,0,2,5,4,1,2,0,0,14,12,1,1,0,14,0,9,4,1,0,0,6,4,2,2,14,0,13,1,1,4,9,0,No
858,859,331510,10,5,0,3,3,2,2,3,2,7,8,8,2,5,0,8,7,3,5,2,3,2,10,3,0,2,15,0,11,4,0,4,11,0,No
859,860,331512,23,1,0,1,5,8,3,6,1,0,24,7,6,10,1,2,22,1,0,8,6,9,16,5,1,2,0,24,24,0,2,4,18,4,Yes
860,861,331513,14,7,4,6,1,4,1,4,1,10,11,15,3,2,1,17,4,7,5,3,4,2,11,9,0,1,21,0,16,5,5,5,11,2,No
861,862,331514,6,12,0,2,3,5,2,3,3,10,8,7,3,7,1,18,0,3,3,4,4,4,18,0,0,0,18,0,15,3,2,8,8,4,No
862,863,331516,10,9,0,7,1,0,5,3,3,15,4,5,2,10,2,19,0,1,3,1,3,11,16,3,0,0,19,0,14,5,2,6,11,1,No
863,864,331522,10,1,0,3,2,3,2,1,0,1,10,6,2,2,1,6,5,3,3,3,0,2,5,4,0,2,11,0,9,2,2,2,7,2,No
864,865,331523,15,7,2,4,6,4,2,2,2,5,17,14,4,4,0,22,0,11,3,7,1,0,19,1,1,1,22,0,20,2,5,7,10,3,No
865,866,331524,11,4,2,1,5,1,1,2,3,6,9,7,1,6,1,9,6,0,0,2,5,8,12,1,0,2,0,15,12,3,2,7,6,0,No
866,867,331529,12,2,0,2,2,2,4,3,1,6,8,10,1,3,0,0,14,0,0,4,6,4,3,0,0,11,0,14,13,1,0,2,12,0,No
867,868,331530,17,1,1,4,3,3,3,1,3,6,12,17,0,1,0,10,8,6,1,8,3,0,14,1,0,3,18,0,13,5,3,3,12,0,No
868,869,331531,11,12,0,4,7,1,2,5,4,12,11,11,4,8,0,0,23,0,1,5,10,7,14,0,0,9,23,0,21,2,2,8,13,1,No
869,870,331533,11,5,1,5,3,3,1,3,0,5,11,10,1,5,0,14,2,4,5,7,0,0,4,11,0,1,16,0,10,6,1,4,11,0,No
870,871,331534,14,4,0,1,3,2,5,4,3,4,14,7,3,5,3,18,0,1,6,5,2,4,7,3,4,4,18,0,10,8,2,4,12,3,No
871,872,331537,13,10,1,2,6,3,4,3,4,10,13,12,0,10,1,23,0,2,6,2,6,7,0,16,0,7,23,0,20,3,0,12,11,0,No
872,873,331538,20,0,1,5,3,2,3,1,5,10,10,10,2,3,5,20,0,4,6,5,5,0,12,8,0,0,20,0,15,5,4,4,12,0,No
873,874,331539,7,2,0,1,3,2,3,0,0,2,7,7,0,2,0,3,6,6,2,0,1,0,8,0,1,0,9,0,6,3,0,2,7,1,No
